web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533929144-14","http://yddevelopment.herokuapp.com/125buildings2.","Building: 315 West 137th Street","315 West 137th Street, New York, NY, 10030","8 units","3 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/315-West-137th-Street-10030"
"1533930861-474","http://yddevelopment.herokuapp.com/125buildings2.","Building: Lenox Terrace","40 West 135th Street, New York, NY, 10037","286 units","16 stories","Built in 1959","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Doorman
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
          
              
                  Laundry in Building
              
              
                  Live-in Super
              
              
                  Parking Available
              
              
                      
      
    

              
          
            Outdoor Space
          
              
                  Garden
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/40-West-135th-Street-10037"
"1533930881-480","http://yddevelopment.herokuapp.com/125buildings2.","House: 70 West 132nd Street","70 West 132nd Street, New York, NY, 10037","3 units","4 stories","Built in 2000","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/70-West-132nd-Street-10037"
"1533929463-95","http://yddevelopment.herokuapp.com/125buildings2.","House: 261 West 137th Street","261 West 137th Street, New York, NY, 10030","3 units","5 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/261-West-137th-Street-10030"
"1533929583-129","http://yddevelopment.herokuapp.com/125buildings2.","Building: 137 West 142nd Street","137 West 142nd Street, New York, NY, 10030","21 units","5 stories","Built in 1920","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Co-op Rules
        
            
              Gifts Allowed
            
            
              Guarantors Allowed
            
            
              Sublets Allowed
            
        
          
              
                  Live-in Super
              
              
                  Storage Available
              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/137-West-142nd-Street-10030"
"1533930258-319","http://yddevelopment.herokuapp.com/125buildings2.","House: 156 West 136th Street","156 West 136th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/156-West-136th-Street-10030"
"1533929402-82","http://yddevelopment.herokuapp.com/125buildings2.","Building: 207 West 137th Street","207 West 137th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/207-West-137th-Street-10030"
"1533930096-270","http://yddevelopment.herokuapp.com/125buildings2.","House: 216 West 135th Street","216 West 135th Street, New York, NY, 10030","16 units","4 stories","Has tax abated units","Multi-family","Central Harlem","null","Building","https://streeteasy.com/building/216-West-135th-Street-10030"
"1533929561-122","http://yddevelopment.herokuapp.com/125buildings2.","House: 130 West 143rd Street","130 West 143rd Street, New York, NY, 10030","19 units","6 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/130-West-143rd-Street-10030"
"1533929246-41","http://yddevelopment.herokuapp.com/125buildings2.","Building: 247 West 139th Street","247 West 139th Street, New York, NY, 10030","10 units","4 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/247-West-139th-Street-10030"
"1533930820-462","http://yddevelopment.herokuapp.com/125buildings2.","House: 5 West 137th Street","5 West 137th Street, New York, NY, 10037","18 units","6 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/5-West-137th-Street-10037"
"1533929213-32","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2380 Adam C Powell Boulevard","2380 Adam C Powell Boulevard, New York, NY, 10030","18 units","4 stories","Built in 1926","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2380-Adam-C-Powell-Blvd-10030"
"1533929673-151","http://yddevelopment.herokuapp.com/125buildings2.","Building: 173 West 141st Street","173 West 141st Street, New York, NY, 10030","21 units","6 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/173-West-141st-Street-10030"
"1533930416-364","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2269 Adam C Powell Boulevard","2269 Adam C Powell Boulevard, New York, NY, 10030","8 units","5 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2269-Adam-C-Powell-Blvd-10030"
"1533929523-111","http://yddevelopment.herokuapp.com/125buildings2.","House: 151 West 143rd Street","151 West 143rd Street, New York, NY, 10030","15 units","5 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/151-West-143rd-Street-10030"
"1533929221-34","http://yddevelopment.herokuapp.com/125buildings2.","Building: 213 West 139th Street","213 West 139th Street, New York, NY, 10030","8 units","4 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/213-West-139th-Street-10030"
"1533929167-21","http://yddevelopment.herokuapp.com/125buildings2.","House: 220 West 141st Street","220 West 141st Street, New York, NY, 10030","null","null","null","Multi-family","Central Harlem","null","Building","https://streeteasy.com/building/220-West-141st-Street-10030"
"1533930390-357","http://yddevelopment.herokuapp.com/125buildings2.","Property: 2309 Adam C Powell Boulevard","2309 Adam C Powell Boulevard, New York, NY, 10030","2 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2309-Adam-C-Powell-Blvd-10030"
